,país,gênero,altura,peso,comida fav.,programa fav.,esporte fav.
7677,Brasil,M,200,110,Hummus,A Grande Família,Boliche
7678,Brasil,M,176,100,Feijoada,Chicago Fire,Natação
7679,Brasil,F,168,85,Arroz Trop.,Law and Order,Vôlei
7680,Brasil,M,192,105,Bagel,A Usurpadora,Basquete
7681,Brasil,M,196,90,Hummus,Chaves,Boliche
7682,EUA,M,192,85,Pizza,Friends,Basquete
7683,Brasil,M,180,85,Hummus,Friends,Basquete
7684,Brasil,F,200,80,Churrasco,Jaspion,Natação
7685,EUA,F,180,70,Hummus,Narcos,Atletismo
7686,Brasil,F,176,100,Hamburguer,Family Feud,Boxe
7687,EUA,F,204,115,Hummus,Chicago Fire,Boliche
7688,EUA,F,180,120,Pizza,Chicago Fire,Atletismo
7689,Brasil,F,172,100,Pizza,Jaspion,Natação
7690,EUA,M,204,120,Acarajé,WWE Smackdown,Basquete
7691,EUA,F,196,115,Bagel,Jeopardy,Basebol
7692,EUA,M,200,120,Pizza,Law and Order,MMA
7693,Brasil,M,196,60,Arroz Trop.,A Casa de Papel,Futebol
7694,Brasil,F,180,75,Tacos,Chaves,Vôlei
7695,Brasil,F,180,85,Churrasco,A Casa de Papel,Luta Livre
7696,Brasil,F,188,75,Hummus,Chaves,Futebol
7697,Brasil,M,172,65,Bagel,Jeopardy,MMA
7698,EUA,F,192,85,Feijoada,Family Feud,Basquete
7699,EUA,M,180,95,Tacos,WWE Smackdown,Boliche
7700,EUA,M,188,100,Feijoada,Chicago Fire,MMA
7701,Brasil,M,196,95,Feijoada,WWE Smackdown,Boliche
7702,EUA,M,188,110,Torta de Maçã,A Casa de Papel,Natação
7703,Brasil,F,188,70,Arroz Trop.,Chaves,Atletismo
7704,Brasil,M,192,75,Arroz Trop.,A Grande Família,Futebol Am.
7705,Brasil,M,208,90,Hummus,A Casa de Papel,Boliche
7706,Brasil,F,196,80,Churrasco,Law and Order,Natação
7707,Brasil,M,192,80,Churrasco,Friends,Esqui
7708,EUA,F,172,95,Bagel,Narcos,Boliche
7709,EUA,F,176,100,Tacos,Narcos,Boliche
7710,EUA,F,196,105,Acarajé,Chicago Fire,Vôlei
7711,EUA,F,184,100,Feijoada,Law and Order,Boxe
7712,EUA,F,200,90,Feijoada,WWE Smackdown,Basebol
7713,Brasil,M,200,95,Torta de Maçã,Narcos,Atletismo
7714,EUA,F,176,100,Clam Chowder,Chicago Fire,Atletismo
7715,Brasil,M,192,85,Churrasco,Family Feud,Basquete
7716,EUA,M,196,100,Hamburguer,Law and Order,Boxe
7717,Brasil,M,188,90,Feijoada,Friends,Natação
7718,Brasil,M,188,105,Feijoada,Law and Order,Atletismo
7719,EUA,F,200,85,Tacos,Law and Order,MMA
7720,EUA,F,180,100,Tacos,Law and Order,Basquete
7721,Brasil,M,204,80,Bagel,Chicago Fire,Atletismo
7722,EUA,M,184,90,Hamburguer,Law and Order,Boliche
7723,Brasil,M,196,85,Pizza,A Usurpadora,Atletismo
7724,Brasil,M,172,95,Hamburguer,A Casa de Papel,MMA
7725,Brasil,M,200,85,Churrasco,A Casa de Papel,Boxe
7726,EUA,F,180,110,Bagel,Law and Order,Basquete
7727,Brasil,F,184,90,Hamburguer,A Usurpadora,MMA
7728,Brasil,F,184,100,Hamburguer,Law and Order,Basebol
7729,Brasil,M,192,65,Churrasco,A Casa de Papel,Vôlei
7730,EUA,M,172,90,Feijoada,Jeopardy,MMA
7731,Brasil,M,200,85,Feijoada,A Grande Família,Atletismo
7732,Brasil,M,188,85,Churrasco,Law and Order,MMA
7733,EUA,F,176,105,Acarajé,Chicago Fire,Luta Livre
7734,Brasil,F,180,95,Hamburguer,A Grande Família,MMA
7735,EUA,M,180,125,Hamburguer,Narcos,Boliche
7736,Brasil,M,196,80,Clam Chowder,A Casa de Papel,Luta Livre
7737,EUA,M,196,95,Pizza,WWE Smackdown,Futebol Am.
7738,EUA,M,184,100,Clam Chowder,Cops,Basquete
7739,EUA,M,192,110,Churrasco,Narcos,Vôlei
7740,Brasil,M,184,85,Churrasco,Narcos,Atletismo
7741,EUA,F,200,95,Pizza,A Casa de Papel,Luta Livre
7742,Brasil,F,200,60,Pizza,A Casa de Papel,Basquete
7743,Brasil,M,184,85,Bagel,Narcos,MMA
7744,EUA,F,196,85,Hamburguer,Chicago Fire,Natação
7745,Brasil,F,172,80,Pizza,Chicago Fire,Boliche
7746,EUA,F,176,115,Churrasco,Jaspion,Luta Livre
7747,EUA,M,196,80,Churrasco,Chicago Fire,Boxe
7748,Brasil,F,192,90,Clam Chowder,A Grande Família,Boxe
7749,Brasil,F,200,85,Pizza,A Casa de Papel,MMA
7750,Brasil,M,188,80,Acarajé,Law and Order,Basquete
7751,Brasil,M,188,115,Bagel,Chicago Fire,Boliche
7752,EUA,F,196,90,Hamburguer,Chicago Fire,Boxe
7753,EUA,M,180,110,Hummus,Narcos,Futebol Am.
7754,EUA,M,208,105,Pizza,Family Feud,Boliche
7755,EUA,M,196,95,Acarajé,Jeopardy,Natação
7756,EUA,M,184,105,Clam Chowder,A Grande Família,Basquete
7757,Brasil,F,196,70,Hummus,Jaspion,Boxe
7758,Brasil,M,196,90,Hamburguer,Jeopardy,Luta Livre
7759,EUA,M,188,100,Acarajé,Chicago Fire,Luta Livre
7760,EUA,M,204,120,Bagel,WWE Smackdown,Boliche
7761,EUA,F,196,115,Hummus,Chicago Fire,Boliche
7762,Brasil,M,176,95,Arroz Trop.,A Usurpadora,Atletismo
7763,EUA,F,188,85,Feijoada,Cops,Futebol Am.
7764,Brasil,M,196,105,Churrasco,WWE Smackdown,Boxe
7765,EUA,M,184,105,Bagel,Narcos,Basquete
7766,Brasil,M,176,85,Feijoada,A Casa de Papel,Vôlei
7767,EUA,F,184,115,Churrasco,WWE Smackdown,Futebol Am.
7768,EUA,M,204,115,Churrasco,Jeopardy,Basquete
7769,Brasil,F,200,75,Churrasco,A Usurpadora,Basquete
7770,EUA,F,188,70,Torta de Maçã,Law and Order,Futebol Am.
7771,EUA,M,176,110,Clam Chowder,Chicago Fire,Luta Livre
7772,EUA,M,204,120,Hamburguer,Law and Order,Atletismo
7773,EUA,M,192,115,Bagel,WWE Smackdown,Boliche
7774,EUA,F,176,75,Torta de Maçã,Law and Order,Futebol
7775,EUA,F,180,75,Torta de Maçã,Narcos,Basquete
7776,Brasil,F,184,90,Pizza,Narcos,Basquete
7777,Brasil,M,176,80,Acarajé,A Usurpadora,Futebol
7778,EUA,M,180,100,Arroz Trop.,Jeopardy,Futebol
7779,EUA,M,168,100,Hummus,Jeopardy,Boxe
7780,Brasil,F,176,90,Hummus,A Usurpadora,Futebol Am.
7781,EUA,F,188,110,Pizza,Jeopardy,Natação
7782,EUA,F,180,75,Hamburguer,WWE Smackdown,Boxe
7783,EUA,M,172,100,Pizza,Cops,Vôlei
7784,EUA,F,184,70,Hummus,Narcos,Futebol Am.
7785,EUA,F,204,60,Tacos,Family Feud,Boxe
7786,Brasil,F,188,90,Acarajé,Law and Order,Natação
7787,EUA,M,184,115,Hummus,WWE Smackdown,Natação
7788,Brasil,F,180,90,Vatapá,A Usurpadora,Boliche
7789,Brasil,F,184,85,Feijoada,Chaves,Boxe
7790,EUA,M,188,110,Bagel,Law and Order,Vôlei
7791,EUA,M,188,75,Torta de Maçã,WWE Smackdown,MMA
7792,Brasil,F,176,95,Hamburguer,A Casa de Papel,Boliche
7793,EUA,F,188,110,Pizza,Friends,Basquete
7794,Brasil,F,200,80,Pizza,Chicago Fire,Atletismo
7795,Brasil,M,196,75,Churrasco,A Casa de Papel,Boxe
7796,Brasil,F,176,90,Feijoada,Law and Order,Futebol
7797,Brasil,F,172,90,Arroz Trop.,Friends,Futebol
7798,Brasil,F,192,100,Tacos,Law and Order,MMA
7799,EUA,M,200,120,Pizza,Narcos,Futebol Am.
7800,Brasil,M,172,100,Pizza,Friends,Atletismo
7801,Brasil,M,204,110,Hamburguer,A Usurpadora,Natação
7802,Brasil,M,188,60,Arroz Trop.,Narcos,Basquete
7803,Brasil,F,184,80,Pizza,Law and Order,MMA
7804,Brasil,M,200,85,Churrasco,A Usurpadora,Natação
7805,Brasil,M,196,90,Hamburguer,A Casa de Papel,Basquete
7806,EUA,M,192,70,Tacos,Chaves,Boxe
7807,Brasil,M,196,90,Pizza,A Usurpadora,Atletismo
7808,EUA,F,176,95,Pizza,Chicago Fire,Boliche
7809,EUA,F,192,95,Pizza,WWE Smackdown,Basquete
7810,EUA,F,200,60,Pizza,Chicago Fire,Boxe
7811,Brasil,M,188,95,Hummus,Jaspion,MMA
7812,Brasil,M,180,100,Arroz Trop.,Jeopardy,Luta Livre
7813,EUA,M,204,105,Pizza,Chicago Fire,Boxe
7814,EUA,F,200,95,Feijoada,Law and Order,Basebol
7815,EUA,F,192,90,Hummus,Friends,Basquete
7816,Brasil,F,196,90,Hummus,WWE Smackdown,Luta Livre
7817,Brasil,F,172,85,Hummus,A Usurpadora,Atletismo
7818,EUA,M,196,95,Hummus,Family Feud,Futebol Am.
7819,EUA,F,176,100,Clam Chowder,A Usurpadora,Basebol
7820,Brasil,M,176,80,Pizza,WWE Smackdown,Boxe
7821,EUA,M,192,85,Churrasco,Friends,Boxe
7822,EUA,M,200,100,Hummus,Friends,Esqui
7823,Brasil,M,168,80,Acarajé,Narcos,Vôlei
7824,EUA,M,208,110,Tacos,Jeopardy,MMA
7825,Brasil,F,204,75,Feijoada,Friends,Basquete
7826,Brasil,M,192,90,Hummus,Narcos,Atletismo
7827,Brasil,M,208,115,Feijoada,Friends,Boliche
7828,Brasil,F,200,70,Feijoada,WWE Smackdown,Atletismo
7829,Brasil,M,188,85,Hamburguer,Narcos,Atletismo
7830,Brasil,M,184,70,Feijoada,Friends,Atletismo
7831,Brasil,M,188,70,Hamburguer,Friends,Natação
7832,Brasil,F,168,85,Arroz Trop.,Chicago Fire,Futebol
7833,EUA,F,180,105,Churrasco,Narcos,Boliche
7834,EUA,F,188,90,Clam Chowder,Friends,Boliche
7835,Brasil,F,180,60,Pizza,Chicago Fire,Futebol de Salão
7836,Brasil,F,192,85,Feijoada,A Usurpadora,Natação
7837,EUA,M,188,105,Hummus,Family Feud,Basquete
7838,EUA,F,180,80,Feijoada,Friends,Luta Livre
7839,Brasil,M,180,85,Feijoada,Law and Order,Futebol
7840,Brasil,F,180,85,Hummus,A Casa de Papel,Futebol Am.
7841,Brasil,F,168,90,Pizza,Law and Order,Boxe
7842,Brasil,M,184,105,Acarajé,Friends,Basquete
7843,Brasil,M,188,100,Hummus,Narcos,Atletismo
7844,EUA,M,176,100,Feijoada,Chicago Fire,Basquete
7845,EUA,M,180,110,Arroz Trop.,WWE Smackdown,Futebol Am.
7846,Brasil,F,188,110,Bagel,A Casa de Papel,Natação
7847,Brasil,F,180,95,Feijoada,A Casa de Papel,Boliche
7848,Brasil,M,192,80,Bagel,A Usurpadora,Futebol de Salão
7849,EUA,F,192,110,Clam Chowder,Narcos,Atletismo
7850,EUA,F,188,90,Churrasco,Friends,Boxe
7851,Brasil,M,192,115,Feijoada,Friends,Vôlei
7852,Brasil,F,180,95,Hamburguer,A Casa de Papel,Natação
7853,EUA,F,176,85,Pizza,Friends,Natação
7854,Brasil,M,176,75,Feijoada,Jaspion,MMA
7855,Brasil,F,176,100,Acarajé,Friends,Basquete
7856,EUA,M,192,110,Tacos,WWE Smackdown,Boxe
7857,EUA,F,200,95,Churrasco,A Casa de Papel,Natação
7858,EUA,F,184,95,Hummus,Friends,Futebol Am.
7859,Brasil,F,196,75,Pizza,A Casa de Papel,Luta Livre
7860,EUA,F,180,105,Feijoada,Cops,Futebol Am.
7861,Brasil,F,200,100,Hummus,Chicago Fire,Boxe
7862,Brasil,M,176,75,Bagel,WWE Smackdown,Futebol
7863,EUA,F,184,100,Bagel,A Usurpadora,Boliche
7864,EUA,M,196,90,Pizza,Chicago Fire,Esqui
7865,Brasil,M,184,80,Acarajé,Narcos,Boxe
7866,Brasil,F,176,90,Acarajé,A Usurpadora,Luta Livre
7867,EUA,F,196,90,Feijoada,Chicago Fire,Natação
7868,EUA,F,188,115,Hamburguer,Friends,Boxe
7869,EUA,M,196,110,Hummus,A Usurpadora,Atletismo
7870,Brasil,F,196,75,Hummus,Jaspion,Atletismo
7871,Brasil,M,192,100,Vatapá,A Usurpadora,Atletismo
7872,Brasil,M,180,75,Feijoada,WWE Smackdown,MMA
7873,EUA,F,180,105,Hummus,Chicago Fire,Boxe
7874,EUA,F,196,75,Pizza,Friends,MMA
7875,EUA,M,184,85,Bagel,Jeopardy,Luta Livre
7876,Brasil,F,180,80,Pizza,Chicago Fire,Futebol Am.
7877,EUA,M,196,70,Feijoada,A Usurpadora,MMA
7878,EUA,F,196,100,Churrasco,Law and Order,Basquete
7879,Brasil,F,180,75,Feijoada,Narcos,Natação
7880,EUA,F,176,85,Bagel,WWE Smackdown,Luta Livre
7881,EUA,F,196,100,Hamburguer,Cops,Futebol Am.
7882,EUA,M,188,115,Hummus,Jaspion,Futebol Am.
7883,EUA,M,188,110,Arroz Trop.,WWE Smackdown,Boxe
7884,Brasil,M,192,95,Bagel,A Usurpadora,Futebol
7885,EUA,F,168,95,Hamburguer,Friends,Basebol
7886,EUA,M,164,110,Hummus,Jeopardy,Futebol de Salão
7887,Brasil,F,184,90,Vatapá,Law and Order,Basebol
7888,Brasil,M,176,80,Feijoada,A Usurpadora,Vôlei
7889,EUA,F,204,125,Hummus,Friends,Basquete
7890,Brasil,F,200,100,Pizza,Law and Order,Natação
7891,EUA,F,192,90,Clam Chowder,Friends,Boliche
7892,Brasil,M,188,80,Arroz Trop.,WWE Smackdown,MMA
7893,EUA,M,180,110,Arroz Trop.,Chicago Fire,Futebol Am.
7894,EUA,M,180,100,Tacos,Law and Order,Boxe
7895,Brasil,F,196,90,Hummus,Jeopardy,Atletismo
7896,Brasil,F,204,65,Churrasco,Jaspion,MMA
7897,Brasil,M,200,100,Churrasco,Friends,Boliche
7898,Brasil,F,184,60,Churrasco,Friends,Basquete
7899,EUA,M,188,95,Torta de Maçã,Law and Order,Futebol Am.
7900,EUA,M,200,90,Feijoada,Narcos,Basquete
7901,EUA,F,176,105,Arroz Trop.,A Casa de Papel,Atletismo
7902,Brasil,F,184,85,Hummus,Jaspion,Basquete
7903,EUA,M,188,100,Hummus,Jaspion,Atletismo
7904,EUA,M,180,90,Hamburguer,Chicago Fire,Basquete
7905,EUA,M,204,90,Hummus,Friends,Atletismo
7906,Brasil,M,204,90,Hummus,Friends,Basquete
7907,EUA,F,208,80,Feijoada,Jaspion,Boliche
7908,EUA,F,172,120,Churrasco,WWE Smackdown,Futebol Am.
7909,Brasil,M,200,105,Pizza,Chaves,Basquete
7910,Brasil,F,184,90,Feijoada,Friends,Boxe
7911,EUA,M,200,110,Churrasco,Friends,Futebol Am.
7912,Brasil,M,184,95,Pizza,Narcos,Atletismo
7913,Brasil,M,172,75,Churrasco,Jaspion,Natação
7914,EUA,M,180,95,Pizza,Friends,Basebol
7915,Brasil,F,196,60,Hummus,Law and Order,Boliche
7916,EUA,M,188,80,Bagel,WWE Smackdown,Basquete
7917,Brasil,M,172,70,Arroz Trop.,A Usurpadora,Natação
7918,EUA,F,172,90,Pizza,Jaspion,Futebol Am.
7919,Brasil,F,180,85,Churrasco,Chaves,Natação
7920,Brasil,F,184,90,Bagel,A Casa de Papel,Futebol
7921,Brasil,M,196,85,Tacos,WWE Smackdown,Boliche
7922,EUA,F,172,90,Hamburguer,Jeopardy,Basebol
7923,Brasil,F,184,95,Hamburguer,Narcos,Futebol Am.
7924,EUA,F,196,65,Clam Chowder,A Usurpadora,Boxe
7925,Brasil,M,192,90,Arroz Trop.,Narcos,Boxe
7926,EUA,F,184,90,Clam Chowder,Chicago Fire,Atletismo
7927,EUA,M,200,90,Bagel,Narcos,Luta Livre
7928,Brasil,F,188,70,Feijoada,A Casa de Papel,MMA
7929,Brasil,F,184,100,Feijoada,Law and Order,Natação
7930,EUA,F,168,95,Acarajé,Narcos,Natação
7931,Brasil,F,180,75,Churrasco,Narcos,Atletismo
7932,Brasil,M,188,75,Feijoada,Friends,Basquete
7933,Brasil,F,200,90,Feijoada,Chicago Fire,Atletismo
7934,EUA,M,192,90,Hamburguer,Family Feud,Basebol
7935,EUA,M,196,95,Pizza,Chaves,Atletismo
7936,EUA,F,188,95,Hamburguer,Jeopardy,Atletismo
7937,EUA,M,196,115,Acarajé,Chicago Fire,Basebol
7938,Brasil,F,176,85,Feijoada,A Casa de Papel,Basebol
7939,Brasil,M,176,80,Feijoada,Friends,Basquete
7940,EUA,F,180,120,Torta de Maçã,Law and Order,MMA
7941,EUA,F,188,95,Hummus,Family Feud,Boxe
7942,EUA,F,180,85,Hamburguer,WWE Smackdown,Luta Livre
7943,EUA,M,208,90,Clam Chowder,Law and Order,Natação
7944,EUA,F,168,95,Pizza,Friends,Vôlei
7945,EUA,M,184,105,Bagel,Friends,Natação
7946,EUA,M,184,120,Hummus,A Casa de Papel,Luta Livre
7947,EUA,M,204,80,Clam Chowder,A Casa de Papel,Luta Livre
7948,EUA,M,192,90,Torta de Maçã,Narcos,Futebol Am.
7949,Brasil,M,184,100,Feijoada,A Casa de Papel,Futebol Am.
7950,EUA,F,180,105,Pizza,Narcos,Basebol
7951,EUA,F,180,105,Hamburguer,Law and Order,Luta Livre
7952,EUA,F,184,110,Hummus,Family Feud,Futebol Am.
7953,Brasil,F,172,80,Acarajé,A Usurpadora,Luta Livre
7954,Brasil,F,180,100,Hummus,Jaspion,Natação
7955,EUA,F,184,100,Feijoada,Chicago Fire,Futebol Am.
7956,EUA,M,168,70,Bagel,Family Feud,Basquete
7957,Brasil,F,188,85,Acarajé,A Casa de Papel,Basquete
7958,EUA,F,200,95,Tacos,WWE Smackdown,Futebol Am.
7959,Brasil,F,180,60,Pizza,Chaves,Futebol Am.
7960,EUA,F,192,80,Bagel,A Casa de Papel,Boxe
7961,Brasil,M,196,105,Hummus,Friends,Futebol Am.
7962,Brasil,M,176,105,Pizza,A Usurpadora,Boliche
7963,EUA,M,176,110,Hamburguer,Chicago Fire,Luta Livre
7964,Brasil,M,176,65,Feijoada,Law and Order,Natação
7965,Brasil,F,196,65,Hamburguer,WWE Smackdown,Basquete
7966,EUA,M,192,115,Hummus,Law and Order,Boxe
7967,EUA,M,184,95,Hamburguer,Family Feud,Natação
7968,EUA,F,196,90,Hamburguer,A Casa de Papel,Futebol Am.
7969,Brasil,F,204,80,Pizza,Narcos,Atletismo
7970,EUA,M,168,105,Hamburguer,Chicago Fire,Boxe
7971,Brasil,M,188,85,Vatapá,Jaspion,Basquete
7972,EUA,F,200,105,Pizza,A Casa de Papel,Boliche
7973,Brasil,F,188,60,Pizza,Law and Order,Boliche
7974,Brasil,F,192,90,Hamburguer,Jaspion,Atletismo
7975,EUA,M,184,115,Arroz Trop.,Narcos,Basquete
7976,Brasil,M,200,100,Churrasco,A Usurpadora,Boliche
7977,Brasil,F,184,80,Hamburguer,Chicago Fire,Vôlei
7978,Brasil,F,188,75,Hamburguer,A Usurpadora,Boxe
7979,Brasil,M,184,110,Hamburguer,Chicago Fire,Basquete
7980,EUA,F,204,85,Clam Chowder,Narcos,Luta Livre
7981,EUA,F,188,95,Hamburguer,Family Feud,Atletismo
7982,EUA,M,192,65,Clam Chowder,A Casa de Papel,Vôlei
7983,EUA,F,196,90,Pizza,WWE Smackdown,Luta Livre
7984,Brasil,F,180,90,Vatapá,Law and Order,Atletismo
7985,Brasil,M,180,120,Acarajé,WWE Smackdown,Boxe
7986,Brasil,F,176,105,Feijoada,Friends,Vôlei
7987,EUA,F,184,75,Hummus,Friends,Natação
7988,EUA,M,200,110,Churrasco,Jeopardy,Boxe
7989,Brasil,M,200,95,Pizza,A Usurpadora,Basquete
7990,Brasil,F,192,80,Arroz Trop.,Narcos,Basquete
7991,EUA,M,180,90,Bagel,Friends,MMA
7992,EUA,F,192,110,Feijoada,Narcos,Boliche
7993,EUA,F,176,100,Hummus,Jeopardy,Futebol Am.
7994,Brasil,M,200,95,Churrasco,WWE Smackdown,Atletismo
7995,EUA,F,188,80,Bagel,Jeopardy,MMA
7996,Brasil,M,172,80,Churrasco,Law and Order,Basquete
7997,Brasil,M,192,110,Churrasco,Narcos,Futebol Am.
7998,Brasil,F,180,85,Hamburguer,Chicago Fire,Atletismo
7999,EUA,M,180,100,Hamburguer,A Casa de Papel,Basebol
8000,EUA,M,204,90,Clam Chowder,WWE Smackdown,Basebol
8001,EUA,M,196,115,Hummus,Law and Order,Atletismo
8002,Brasil,M,192,95,Churrasco,Narcos,Vôlei
8003,EUA,M,172,100,Feijoada,Narcos,Basquete
8004,Brasil,M,200,75,Pizza,Jaspion,Atletismo
8005,Brasil,M,196,100,Vatapá,Law and Order,MMA
8006,EUA,M,180,105,Hummus,Family Feud,Basquete
8007,EUA,F,188,120,Hamburguer,Chicago Fire,Natação
8008,EUA,F,204,110,Hamburguer,WWE Smackdown,Basebol
8009,EUA,M,208,115,Hamburguer,A Usurpadora,Futebol Am.
8010,Brasil,M,192,100,Pizza,Friends,Natação
8011,Brasil,M,192,115,Pizza,WWE Smackdown,Boxe
8012,Brasil,M,184,105,Arroz Trop.,Chicago Fire,Natação
8013,Brasil,M,196,75,Churrasco,Law and Order,Boxe
8014,Brasil,F,180,90,Hamburguer,Narcos,Vôlei
8015,Brasil,F,184,75,Hummus,A Casa de Papel,Futebol
8016,EUA,M,192,115,Bagel,Chicago Fire,Futebol Am.
8017,EUA,F,208,90,Pizza,Jaspion,Vôlei
8018,Brasil,M,196,80,Hamburguer,Cops,Natação
8019,EUA,M,188,90,Hummus,WWE Smackdown,Natação
8020,EUA,F,184,110,Pizza,Narcos,Vôlei
8021,EUA,F,180,100,Feijoada,Friends,Futebol Am.
8022,Brasil,F,180,90,Acarajé,A Casa de Papel,Natação
8023,Brasil,M,196,110,Pizza,Narcos,Atletismo
8024,Brasil,M,208,100,Churrasco,Jaspion,Natação
8025,Brasil,F,192,115,Bagel,Law and Order,Vôlei
8026,EUA,F,196,85,Clam Chowder,Jeopardy,MMA
8027,Brasil,F,192,90,Bagel,WWE Smackdown,Boliche
8028,EUA,M,192,75,Hummus,Jaspion,Boxe
8029,Brasil,F,176,95,Hamburguer,A Casa de Papel,Atletismo
8030,Brasil,M,184,80,Churrasco,A Casa de Papel,Natação
8031,Brasil,M,176,100,Churrasco,WWE Smackdown,MMA
8032,EUA,F,204,80,Churrasco,A Grande Família,Boxe
8033,Brasil,F,184,90,Churrasco,WWE Smackdown,Natação
8034,Brasil,M,192,115,Bagel,Jaspion,Boliche
8035,Brasil,M,204,110,Feijoada,Jaspion,Natação
8036,Brasil,F,168,95,Hamburguer,WWE Smackdown,Natação
8037,Brasil,M,184,95,Churrasco,Friends,Vôlei
8038,EUA,F,172,95,Pizza,Narcos,Futebol Am.
8039,EUA,F,204,95,Clam Chowder,Jeopardy,Futebol Am.
8040,EUA,M,172,110,Clam Chowder,Narcos,Boxe
8041,Brasil,F,184,105,Pizza,Friends,Luta Livre
8042,Brasil,M,188,120,Hamburguer,Jaspion,Atletismo
8043,Brasil,M,184,75,Tacos,Narcos,Futebol Am.
8044,Brasil,M,168,75,Feijoada,A Casa de Papel,Boliche
8045,Brasil,F,188,80,Arroz Trop.,WWE Smackdown,Natação
8046,EUA,M,176,95,Hamburguer,A Usurpadora,Boxe
8047,Brasil,M,188,80,Pizza,Chicago Fire,Boxe
8048,Brasil,M,192,105,Acarajé,A Grande Família,Natação
8049,EUA,M,188,80,Hamburguer,WWE Smackdown,Atletismo
8050,EUA,M,180,100,Tacos,Chicago Fire,Natação
8051,Brasil,M,188,105,Hummus,A Grande Família,Basebol
8052,Brasil,F,200,80,Clam Chowder,Chicago Fire,MMA
8053,Brasil,F,192,95,Hummus,A Casa de Papel,Boliche
8054,EUA,M,192,105,Bagel,Friends,Boxe
8055,EUA,M,208,115,Tacos,Cops,Atletismo
8056,EUA,M,204,115,Hamburguer,Family Feud,Basquete
8057,EUA,F,188,80,Tacos,Jeopardy,Futebol Am.
8058,Brasil,F,204,95,Hamburguer,A Casa de Papel,Boxe
8059,EUA,F,184,105,Hamburguer,Chaves,Basquete
8060,EUA,F,200,70,Pizza,Jeopardy,Natação
8061,EUA,F,204,90,Pizza,Chicago Fire,Vôlei
8062,Brasil,M,184,95,Feijoada,A Casa de Papel,Futebol
8063,EUA,M,208,120,Acarajé,A Casa de Papel,Luta Livre
8064,EUA,M,196,80,Bagel,Chaves,MMA
8065,EUA,M,180,110,Clam Chowder,Narcos,Basquete
8066,EUA,M,196,85,Hamburguer,Chicago Fire,Natação
8067,Brasil,F,172,90,Pizza,Law and Order,Basebol
8068,EUA,F,184,90,Torta de Maçã,Family Feud,Boxe
8069,Brasil,F,196,95,Arroz Trop.,Law and Order,Luta Livre
8070,Brasil,F,204,60,Pizza,Law and Order,Boliche
8071,Brasil,F,188,85,Churrasco,Narcos,Luta Livre
8072,Brasil,F,176,65,Feijoada,A Usurpadora,Basebol
8073,EUA,F,176,105,Hamburguer,A Casa de Papel,Basquete
8074,EUA,M,200,80,Bagel,WWE Smackdown,MMA
8075,Brasil,M,188,90,Bagel,Law and Order,Atletismo
8076,EUA,F,180,120,Bagel,Chicago Fire,Basquete
8077,Brasil,M,200,110,Torta de Maçã,Law and Order,Basquete
8078,Brasil,F,184,100,Feijoada,Chaves,Atletismo
8079,Brasil,F,200,80,Hamburguer,Jaspion,Boliche
8080,Brasil,M,192,70,Churrasco,A Casa de Papel,Natação
8081,Brasil,F,196,95,Clam Chowder,Jaspion,Boliche
8082,EUA,M,200,110,Pizza,Narcos,Basquete
8083,Brasil,F,200,80,Hamburguer,Law and Order,Vôlei
8084,Brasil,M,192,75,Churrasco,A Usurpadora,Atletismo
8085,EUA,M,196,90,Pizza,Friends,Atletismo
8086,Brasil,M,184,125,Arroz Trop.,Law and Order,MMA
8087,Brasil,M,188,85,Hamburguer,Jaspion,Boliche
8088,Brasil,M,184,75,Arroz Trop.,A Casa de Papel,MMA
8089,EUA,M,180,90,Bagel,Friends,Futebol
8090,Brasil,F,176,80,Arroz Trop.,Friends,Natação
8091,EUA,F,188,105,Tacos,WWE Smackdown,Basquete
8092,EUA,F,188,105,Churrasco,Narcos,Atletismo
8093,Brasil,F,176,80,Pizza,WWE Smackdown,Futebol
8094,Brasil,M,196,90,Hummus,A Casa de Papel,Boliche
8095,Brasil,M,184,100,Pizza,Jaspion,Boliche
8096,Brasil,M,200,95,Feijoada,Friends,Basquete
8097,EUA,F,172,105,Pizza,Family Feud,Boxe
8098,Brasil,F,196,80,Churrasco,Narcos,Basquete
8099,EUA,M,184,60,Torta de Maçã,Friends,Boliche
8100,EUA,F,184,85,Hamburguer,Friends,Natação
8101,EUA,M,176,75,Hummus,WWE Smackdown,Atletismo
8102,Brasil,M,180,95,Feijoada,Law and Order,Basquete
8103,EUA,F,208,100,Feijoada,Friends,Futebol Am.
8104,Brasil,F,176,65,Hummus,Jeopardy,Basquete
8105,EUA,M,184,85,Acarajé,Narcos,Boxe
8106,Brasil,F,188,80,Feijoada,Law and Order,Futebol
8107,Brasil,M,204,90,Pizza,A Usurpadora,Boxe
8108,EUA,M,196,90,Feijoada,Narcos,Atletismo
8109,EUA,F,176,95,Clam Chowder,Law and Order,Atletismo
8110,Brasil,M,188,105,Pizza,Friends,Vôlei
8111,EUA,M,204,90,Tacos,Cops,Basebol
8112,EUA,M,188,65,Hamburguer,Jeopardy,Boliche
8113,EUA,F,168,80,Vatapá,Friends,Futebol Am.
8114,Brasil,M,204,80,Bagel,A Usurpadora,Vôlei
8115,Brasil,F,196,90,Hummus,Narcos,Basquete
8116,Brasil,F,196,95,Hamburguer,Chicago Fire,Atletismo
